2023-06-10 12:18:11,587 INFO    MainThread:39919 [wandb_setup.py:_flush():76] Configure stats pid to 39919
2023-06-10 12:18:19,070 INFO    MainThread:39919 [wandb_run.py:_config_callback():1251] config_cb None None {'algo': 'PPO', 'policy_class': "<class 'stable_baselines3.common.policies.MultiInputActorCriticPolicy'>", 'device': 'cuda', 'env': '<stable_baselines3.common.vec_env.dummy_vec_env.DummyVecEnv object at 0x7ff45c1ad6d0>', '_vec_normalize_env': 'None', 'verbose': 1, 'policy_kwargs': '{}', 'observation_space': 'Dict(grid:MultiBinary([3, 10, 10]), time:Box([0.], [1.], (1,), float32))', 'action_space': 'MultiDiscrete([9 2])', 'n_envs': 8, 'num_timesteps': 0, '_total_timesteps': 2200000, '_num_timesteps_at_start': 0, 'seed': 'None', 'action_noise': 'None', 'start_time': 1686421099064899082, 'policy': 'MultiInputActorCriticPolicy(\n  (features_extractor): CombinedExtractor(\n    (extractors): ModuleDict(\n      (grid): Flatten(start_dim=1, end_dim=-1)\n      (time): Flatten(start_dim=1, end_dim=-1)\n    )\n  )\n  (pi_features_extractor): CombinedExtractor(\n    (extractors): ModuleDict(\n      (grid): Flatten(start_dim=1, end_dim=-1)\n      (time): Flatten(start_dim=1, end_dim=-1)\n    )\n  )\n  (vf_features_extractor): CombinedExtractor(\n    (extractors): ModuleDict(\n      (grid): Flatten(start_dim=1, end_dim=-1)\n      (time): Flatten(start_dim=1, end_dim=-1)\n    )\n  )\n  (mlp_extractor): MlpExtractor(\n    (shared_net): Sequential()\n    (policy_net): Sequential(\n      (0): Linear(in_features=301, out_features=64, bias=True)\n      (1): Tanh()\n      (2): Linear(in_features=64, out_features=64, bias=True)\n      (3): Tanh()\n    )\n    (value_net): Sequential(\n      (0): Linear(in_features=301, out_features=64, bias=True)\n      (1): Tanh()\n      (2): Linear(in_features=64, out_features=64, bias=True)\n      (3): Tanh()\n    )\n  )\n  (action_net): Linear(in_features=64, out_features=11, bias=True)\n  (value_net): Linear(in_features=64, out_features=1, bias=True)\n)', 'learning_rate': 0.0003, 'tensorboard_log': 'runs/fzm2j775', 'lr_schedule': '<function constant_fn.<locals>.func at 0x7ff45c122550>', '_last_obs': "OrderedDict([('grid', array([[[[0, 0, 0, ..., 1, 1, 1],\n         [0, 0, 0, ..., 1, 1, 1],\n         [0, 0, 0, ..., 1, 0, 1],\n         ...,\n         [0, 0, 1, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 1, 1, 0]],\n\n        [[0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         ...,\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0]],\n\n        [[0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         ...,\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 1]]],\n\n\n       [[[0, 0, 0, ..., 1, 1, 1],\n         [0, 0, 0, ..., 1, 1, 1],\n         [0, 0, 0, ..., 1, 0, 1],\n         ...,\n         [0, 0, 1, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 1, 1, 0]],\n\n        [[0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         ...,\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0]],\n\n        [[0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         ...,\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 1]]],\n\n\n       [[[0, 0, 0, ..., 1, 1, 1],\n         [0, 0, 0, ..., 1, 1, 1],\n         [0, 0, 0, ..., 1, 0, 1],\n         ...,\n         [0, 0, 1, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 1, 1, 0]],\n\n        [[0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         ...,\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0]],\n\n        [[0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         ...,\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 1]]],\n\n\n       ...,\n\n\n       [[[0, 0, 0, ..., 1, 1, 1],\n         [0, 0, 0, ..., 1, 1, 1],\n         [0, 0, 0, ..., 1, 0, 1],\n         ...,\n         [0, 0, 1, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 1, 1, 0]],\n\n        [[0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         ...,\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0]],\n\n        [[0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         ...,\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 1]]],\n\n\n       [[[0, 0, 0, ..., 1, 1, 1],\n         [0, 0, 0, ..., 1, 1, 1],\n         [0, 0, 0, ..., 1, 0, 1],\n         ...,\n         [0, 0, 1, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 1, 1, 0]],\n\n        [[0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         ...,\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0]],\n\n        [[0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         ...,\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 1]]],\n\n\n       [[[0, 0, 0, ..., 1, 1, 1],\n         [0, 0, 0, ..., 1, 1, 1],\n         [0, 0, 0, ..., 1, 0, 1],\n         ...,\n         [0, 0, 1, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 1, 1, 0]],\n\n        [[0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         ...,\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0]],\n\n        [[0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         ...,\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 0],\n         [0, 0, 0, ..., 0, 0, 1]]]], dtype=int8)), ('time', array([[0.],\n       [0.],\n       [0.],\n       [0.],\n       [0.],\n       [0.],\n       [0.],\n       [0.]], dtype=float32))])", '_last_episode_starts': '[ True  True  True  True  True  True  True  True]', '_last_original_obs': 'None', '_episode_num': 0, 'use_sde': 'False', 'sde_sample_freq': -1, '_current_progress_remaining': 1, 'ep_info_buffer': 'deque([], maxlen=100)', 'ep_success_buffer': 'deque([], maxlen=100)', '_n_updates': 0, '_logger': '<stable_baselines3.common.logger.Logger object at 0x7ff4a00d5760>', '_custom_logger': 'False', 'n_steps': 2048, 'gamma': 0.99, 'gae_lambda': 0.95, 'ent_coef': 0.0, 'vf_coef': 0.5, 'max_grad_norm': 0.5, 'rollout_buffer': '<stable_baselines3.common.buffers.DictRolloutBuffer object at 0x7ff45c1ade50>', 'batch_size': 64, 'n_epochs': 10, 'clip_range': '<function constant_fn.<locals>.func at 0x7ff45c1225e0>', 'clip_range_vf': 'None', 'normalize_advantage': 'True', 'target_kl': 'None'}
2023-06-10 13:13:19,857 INFO    MainThread:39919 [wandb_run.py:_finish():1854] finishing run brunogupa/bulldozer/fzm2j775
2023-06-10 13:13:19,867 INFO    MainThread:39919 [jupyter.py:save_history():474] saving 2 cells to _session_history.ipynb
2023-06-10 13:13:19,877 INFO    MainThread:39919 [wandb_run.py:_config_callback():1251] config_cb ('_wandb', 'session_history') code/_session_history.ipynb None
2023-06-10 13:13:19,906 INFO    MainThread:39919 [jupyter.py:_save_ipynb():384] looking for notebook: None
2023-06-10 13:13:19,906 INFO    MainThread:39919 [wandb_init.py:_jupyter_teardown():434] cleaning up jupyter logic
2023-06-10 13:13:19,906 INFO    MainThread:39919 [wandb_run.py:_atexit_cleanup():2083] got exitcode: 0
2023-06-10 13:13:19,907 INFO    MainThread:39919 [wandb_run.py:_restore():2066] restore
2023-06-10 13:13:19,907 INFO    MainThread:39919 [wandb_run.py:_restore():2072] restore done
2023-06-10 13:13:33,899 INFO    MainThread:39919 [wandb_run.py:_footer_history_summary_info():3422] rendering history
2023-06-10 13:13:33,899 INFO    MainThread:39919 [wandb_run.py:_footer_history_summary_info():3454] rendering summary
2023-06-10 13:13:33,902 INFO    MainThread:39919 [wandb_run.py:_footer_sync_info():3380] logging synced files
